Order ID,Order Date,CustomerName,State,City
K-85711,"Tuesday, 30 January 2024",Chepkoech,Uasin Gishu,Ziwa
K-89585,"Monday, 19 February 2024",Chebet,Machakos,Athi River
K-50485,"Monday, 12 June 2023",Ruto,Nakuru,Lanet
K-72219,"Saturday, 06 January 2024",Wafula,Uasin Gishu,Burnt Forest
K-66423,"Monday, 04 November 2024",Chebet,Uasin Gishu,Burnt Forest
K-27440,"Friday, 22 December 2023",Kariuki,Kilifi,Kilifi Town
K-75207,"Sunday, 17 December 2023",Wanjiru,Kisumu,Kisumu CBD
K-83266,"Friday, 20 October 2023",Njoroge,Kiambu,Ruiru
K-45402,"Saturday, 22 March 2025",Kiprop,Nyeri,Mweiga
K-12460,"Saturday, 04 November 2023",Chepkoech,Kiambu,Ruiru
K-66596,"Sunday, 23 February 2025",Ngugi,Kilifi,Malindi
K-70677,"Saturday, 16 March 2024",Auma,Uasin Gishu,Moiben
K-11776,"Saturday, 25 January 2025",Chepkoech,Nairobi,Karen
K-32244,"Thursday, 27 July 2023",Njoroge,Kisumu,Kisumu CBD
K-52103,"Monday, 24 June 2024",Mutuku,Kajiado,Kitengela
K-69389,"Tuesday, 29 October 2024",Wanyama,Mombasa,Shanzu
K-53699,"Wednesday, 11 December 2024",Njoroge,Kisumu,Kisumu CBD
K-81418,"Saturday, 04 January 2025",Nyawira,Nyeri,Othaya
K-42842,"Friday, 05 May 2023",Wafula,Nairobi,Westlands
K-42479,"Wednesday, 24 May 2023",Naliaka,Machakos,Athi River
K-94050,"Thursday, 01 August 2024",Ngugi,Kisumu,Milimani
K-26128,"Saturday, 25 November 2023",Ngugi,Kiambu,Limuru
K-90971,"Saturday, 21 December 2024",Muthoni,Kajiado,Kiserian
K-99091,"Sunday, 28 January 2024",Naliaka,Kilifi,Mariakani
K-78544,"Sunday, 09 April 2023",Kamau,Nairobi,Kasarani
K-23052,"Thursday, 23 January 2025",Mutua,Nairobi,Eastleigh
K-31204,"Saturday, 25 May 2024",Kavita,Nairobi,Eastleigh
K-26632,"Sunday, 01 December 2024",Wanjiru,Kiambu,Limuru
K-74068,"Thursday, 13 July 2023",Mutua,Kajiado,Kajiado Town
K-35736,"Sunday, 21 April 2024",Naliaka,Kiambu,Thika
K-17365,"Friday, 05 July 2024",Mutua,Nakuru,Nakuru CBD
K-39086,"Tuesday, 26 September 2023",Nyawira,Nakuru,London
K-20312,"Tuesday, 02 January 2024",Ndegwa,Kiambu,Kiambu Town
K-46834,"Saturday, 06 April 2024",Omondi,Kajiado,Ongata Rongai
K-48821,"Sunday, 26 November 2023",Kamau,Kilifi,Mtwapa
K-13435,"Sunday, 23 April 2023",Muriuki,Mombasa,Likoni
K-48492,"Thursday, 06 February 2025",Omondi,Kajiado,Kiserian
K-80624,"Wednesday, 09 October 2024",Mutua,Kisumu,Mamboleo
K-61349,"Sunday, 02 March 2025",Wangari,Kisumu,Kondele
K-45289,"Saturday, 06 May 2023",Wanjiku,Kiambu,Kikuyu
K-44590,"Thursday, 13 February 2025",Wekesa,Kajiado,Kiserian
K-77650,"Wednesday, 16 October 2024",Ndegwa,Kiambu,Thika
K-13103,"Saturday, 27 January 2024",Njoroge,Machakos,Athi River
K-40742,"Tuesday, 18 March 2025",Kavita,Nyeri,Karatina
K-93925,"Tuesday, 18 April 2023",Owino,Kilifi,Watamu
K-11138,"Tuesday, 11 March 2025",Nyawira,Kajiado,Ngong
K-14389,"Wednesday, 29 January 2025",Nyawira,Nyeri,Naro Moru
K-84405,"Thursday, 11 April 2024",Wafula,Uasin Gishu,Burnt Forest
K-84448,"Sunday, 29 September 2024",Wambui,Uasin Gishu,Ziwa
K-89429,"Wednesday, 04 December 2024",Ndegwa,Nakuru,London
K-18544,"Wednesday, 29 November 2023",Kipkorir,Kilifi,Mtwapa
K-34903,"Wednesday, 17 May 2023",Cherotich,Kilifi,Watamu
K-29835,"Wednesday, 04 October 2023",Owino,Kiambu,Limuru
K-90006,"Saturday, 06 July 2024",Gathoni,Nairobi,Eastleigh
K-40624,"Friday, 26 April 2024",Nyawira,Kilifi,Malindi
K-19495,"Wednesday, 16 August 2023",Mwangi,Nyeri,Nyeri Town
K-72328,"Tuesday, 23 January 2024",Kimani,Kajiado,Kitengela
K-84800,"Thursday, 04 April 2024",Mohammed,Kiambu,Kiambu Town
K-50825,"Tuesday, 28 January 2025",Waithaka,Kilifi,Malindi
K-40418,"Thursday, 05 October 2023",Odhiambo,Machakos,Kangundo
K-66217,"Sunday, 04 February 2024",Mutuku,Nyeri,Naro Moru
K-81324,"Thursday, 05 October 2023",Mutuku,Kilifi,Kilifi Town
K-95237,"Tuesday, 21 May 2024",Wafula,Kiambu,Kiambu Town
K-36319,"Saturday, 19 October 2024",Mutuku,Nyeri,Karatina
K-20464,"Monday, 15 April 2024",Ndungu,Kajiado,Kitengela
K-19776,"Sunday, 07 May 2023",Mutiso,Machakos,Athi River
K-39322,"Thursday, 22 June 2023",Otieno,Kisumu,Kondele
K-10353,"Monday, 12 February 2024",Wambui,Kilifi,Kilifi Town
K-65768,"Thursday, 13 February 2025",Gathoni,Kilifi,Malindi
K-49229,"Sunday, 05 May 2024",Kavita,Kiambu,Limuru
K-96995,"Tuesday, 31 December 2024",Nyambura,Mombasa,Bamburi
K-75384,"Friday, 28 July 2023",Wanjiru,Nakuru,Naka
K-17305,"Tuesday, 11 March 2025",Ali,Nakuru,Nakuru CBD
K-54595,"Saturday, 24 February 2024",Cherotich,Kajiado,Ngong
K-37285,"Friday, 13 September 2024",Mohammed,Kajiado,Ongata Rongai
K-82318,"Thursday, 13 June 2024",Ndungu,Nairobi,Kasarani
K-72906,"Sunday, 15 October 2023",Cherotich,Kiambu,Kiambu Town
K-38527,"Saturday, 10 August 2024",Ngugi,Mombasa,Nyali
K-70229,"Monday, 18 November 2024",Nyawira,Kilifi,Mtwapa
K-78788,"Saturday, 10 June 2023",Chebet,Nairobi,Eastleigh
K-48692,"Thursday, 08 February 2024",Karanja,Nyeri,Mweiga
K-72317,"Thursday, 13 March 2025",Cherotich,Nairobi,Nairobi CBD
K-60109,"Tuesday, 04 February 2025",Onyango,Kiambu,Ruiru
K-83116,"Monday, 19 June 2023",Owino,Machakos,Athi River
K-50498,"Wednesday, 24 May 2023",Auma,Uasin Gishu,Moiben
K-86672,"Friday, 11 August 2023",Muthoni,Nairobi,Nairobi CBD
K-96734,"Monday, 27 May 2024",Otieno,Uasin Gishu,Turbo
K-18374,"Wednesday, 05 April 2023",Wafula,Nakuru,London
K-49664,"Saturday, 05 August 2023",Cherotich,Nyeri,Naro Moru
K-73293,"Sunday, 26 January 2025",Okoth,Machakos,Athi River
K-20047,"Thursday, 18 May 2023",Auma,Mombasa,Nyali
K-57696,"Thursday, 18 July 2024",Cherotich,Machakos,Kathiani
K-40445,"Friday, 24 November 2023",Wanjiku,Mombasa,Shanzu
K-36025,"Monday, 04 March 2024",Wafula,Kilifi,Mariakani
K-54479,"Monday, 09 October 2023",Wekesa,Nairobi,Karen
K-20077,"Saturday, 08 March 2025",Omondi,Kajiado,Kajiado Town
K-16194,"Monday, 01 July 2024",Kavita,Mombasa,Likoni
K-95883,"Saturday, 27 January 2024",Muthoni,Kajiado,Kitengela
K-72920,"Friday, 25 August 2023",Kamau,Kajiado,Kitengela
K-44225,"Friday, 06 October 2023",Mohammed,Machakos,Athi River
K-51277,"Friday, 13 December 2024",Wanyama,Nakuru,Lanet
K-86718,"Saturday, 07 October 2023",Wangari,Mombasa,Nyali
K-89297,"Tuesday, 18 June 2024",Kimani,Kajiado,Kajiado Town
K-44193,"Thursday, 27 July 2023",Omondi,Kilifi,Kilifi Town
K-60010,"Monday, 16 December 2024",Mutiso,Uasin Gishu,Turbo
K-56627,"Monday, 02 September 2024",Kariuki,Nyeri,Karatina
K-71002,"Monday, 16 December 2024",Wanjiru,Kiambu,Ruiru
K-27690,"Sunday, 28 May 2023",Owino,Kajiado,Kajiado Town
K-66873,"Tuesday, 30 May 2023",Otieno,Nakuru,Lanet
K-65707,"Saturday, 25 May 2024",Wambui,Kilifi,Malindi
K-38538,"Sunday, 16 July 2023",Wambui,Kisumu,Nyalenda
K-86319,"Tuesday, 16 January 2024",Wanjiku,Mombasa,Nyali
K-19046,"Saturday, 06 April 2024",Wangari,Kisumu,Milimani
K-54331,"Sunday, 15 September 2024",Akinyi,Nairobi,Kasarani
K-40909,"Sunday, 23 July 2023",Wanjiru,Kajiado,Kitengela
K-73071,"Tuesday, 19 November 2024",Nyawira,Nyeri,Karatina
K-33263,"Thursday, 02 January 2025",Mwangi,Kisumu,Nyalenda
K-19997,"Thursday, 16 May 2024",Kosgei,Uasin Gishu,Ziwa
K-93895,"Tuesday, 25 February 2025",Kimutai,Kajiado,Kitengela
K-31365,"Thursday, 19 October 2023",Auma,Nairobi,Nairobi CBD
K-55642,"Friday, 01 December 2023",Akinyi,Nakuru,Naka
K-34186,"Wednesday, 12 June 2024",Wanjiku,Kisumu,Milimani
K-40013,"Monday, 17 February 2025",Odhiambo,Mombasa,Bamburi
